,francisco_gross,data_hora,pacotuba,sao_joao,ilha_da_luz
3789,13.24,2022-07-11 02:00:00,21.8,3.01,24.95
3790,13.24,2022-07-11 01:00:00,21.8,3.01,24.95
3791,13.24,2022-07-11 00:00:00,21.8,3.01,24.54
3792,13.24,2022-07-10 23:00:00,21.8,3.01,24.95
3793,13.24,2022-07-10 22:00:00,21.8,3.01,24.95
3794,13.24,2022-07-10 21:00:00,21.8,3.01,24.95
3795,13.24,2022-07-10 20:00:00,21.8,3.01,24.95
3796,12.86,2022-07-10 19:00:00,21.8,3.01,24.95
3797,12.86,2022-07-10 18:00:00,21.8,3.01,24.95
3798,14.39,2022-07-10 17:00:00,21.8,3.01,24.95
3799,14.39,2022-07-10 16:00:00,21.8,3.01,24.54
3800,14.79,2022-07-10 15:00:00,21.8,3.12,24.54
3801,14.39,2022-07-10 14:00:00,21.8,3.01,24.95
3802,14.79,2022-07-10 13:00:00,21.8,3.01,24.54
3803,14.79,2022-07-10 12:00:00,21.8,3.01,24.54
3804,14.39,2022-07-10 11:00:00,21.8,3.01,24.14
3805,14.39,2022-07-10 10:00:00,21.8,3.01,24.14
3806,14.39,2022-07-10 09:00:00,21.8,2.9,24.54
3807,14.0,2022-07-10 08:00:00,21.8,2.9,24.95
3808,14.39,2022-07-10 07:00:00,21.8,3.01,24.95
3809,14.39,2022-07-10 06:00:00,21.8,3.01,24.95
3810,14.39,2022-07-10 05:00:00,20.9,3.01,24.95
3811,14.39,2022-07-10 04:00:00,20.02,3.01,24.95
3812,14.39,2022-07-10 03:00:00,20.02,3.01,24.95
3813,14.39,2022-07-10 02:00:00,19.16,3.01,24.95
3814,14.39,2022-07-10 01:00:00,18.31,3.01,25.36
3815,14.39,2022-07-10 00:00:00,18.31,3.01,24.95
3816,14.39,2022-07-09 23:00:00,18.31,3.01,24.95
3817,14.39,2022-07-09 22:00:00,18.31,3.01,24.95
3818,14.39,2022-07-09 21:00:00,18.31,3.01,24.95
3819,14.39,2022-07-09 20:00:00,19.16,3.01,24.95
3820,14.39,2022-07-09 19:00:00,19.16,3.01,25.36
3821,14.39,2022-07-09 18:00:00,20.02,3.01,24.95
3822,14.39,2022-07-09 17:00:00,20.02,3.01,25.36
3823,14.79,2022-07-09 16:00:00,20.9,3.12,24.95
3824,14.39,2022-07-09 15:00:00,20.9,3.01,24.95
3825,14.39,2022-07-09 14:00:00,21.8,3.01,24.54
3826,14.79,2022-07-09 13:00:00,21.8,3.01,24.54
3827,14.39,2022-07-09 12:00:00,22.72,3.01,24.54
3828,14.39,2022-07-09 11:00:00,22.72,3.01,24.14
3829,14.39,2022-07-09 10:00:00,22.72,3.01,24.54
3830,14.39,2022-07-09 09:00:00,22.72,3.01,24.14
3831,14.39,2022-07-09 08:00:00,22.72,3.01,24.14
3832,14.0,2022-07-09 07:00:00,21.8,3.01,24.95
3833,12.12,2022-07-09 06:00:00,20.9,3.01,24.95
3834,12.12,2022-07-09 05:00:00,20.9,3.01,24.95
3835,12.12,2022-07-09 04:00:00,20.02,3.01,24.95
3836,12.12,2022-07-09 03:00:00,20.02,3.01,24.95
3837,12.12,2022-07-09 02:00:00,20.02,3.01,24.95
3838,12.49,2022-07-09 01:00:00,20.02,3.01,24.95
3839,12.12,2022-07-09 00:00:00,20.02,3.01,24.95
3840,12.49,2022-07-08 22:00:00,20.02,3.01,24.95
3841,13.62,2022-07-08 21:00:00,20.02,3.01,24.95
3842,13.24,2022-07-08 20:00:00,20.02,3.01,24.95
3843,13.24,2022-07-08 19:00:00,20.02,3.01,24.95
3844,13.62,2022-07-08 18:00:00,20.02,3.01,24.95
3845,15.19,2022-07-08 17:00:00,20.02,3.01,25.36
3846,15.19,2022-07-08 16:00:00,20.9,3.01,25.36
3847,15.19,2022-07-08 15:00:00,20.9,3.01,24.54
3848,15.19,2022-07-08 14:00:00,21.8,3.01,24.54
3849,15.19,2022-07-08 13:00:00,21.8,3.01,24.54
3850,15.59,2022-07-08 12:00:00,22.72,3.01,24.54
3851,14.79,2022-07-08 11:00:00,23.66,3.01,24.54
3852,13.62,2022-07-08 10:00:00,23.66,3.01,24.54
3853,13.24,2022-07-08 09:00:00,23.66,3.01,24.54
3854,13.24,2022-07-08 08:00:00,22.72,3.01,24.54
3855,13.24,2022-07-08 07:00:00,20.9,3.01,24.95
3856,13.24,2022-07-08 06:00:00,20.02,3.01,24.95
3857,13.24,2022-07-08 05:00:00,19.16,3.01,24.95
3858,13.24,2022-07-08 04:00:00,19.16,3.01,24.95
3859,13.24,2022-07-08 03:00:00,19.16,3.01,24.95
3860,13.24,2022-07-08 02:00:00,20.02,3.01,25.36
3861,13.24,2022-07-08 01:00:00,20.02,3.01,25.36
3862,13.24,2022-07-08 00:00:00,20.02,3.01,25.36
3863,13.24,2022-07-07 23:00:00,20.9,3.01,25.36
3864,13.24,2022-07-07 22:00:00,20.9,3.01,25.36
3865,13.24,2022-07-07 21:00:00,21.8,3.01,25.78
3866,13.24,2022-07-07 20:00:00,21.8,3.01,25.78
3867,13.62,2022-07-07 19:00:00,22.72,3.01,25.78
3868,13.62,2022-07-07 18:00:00,22.72,3.01,25.78
3869,13.62,2022-07-07 17:00:00,22.72,3.01,25.78
3870,16.41,2022-07-07 16:00:00,22.72,3.01,25.78
3871,16.41,2022-07-07 15:00:00,22.72,3.01,25.36
3872,16.41,2022-07-07 14:00:00,22.72,3.01,25.78
3873,16.41,2022-07-07 13:00:00,22.72,3.01,25.78
3874,16.41,2022-07-07 12:00:00,22.72,3.01,24.95
3875,12.49,2022-07-07 11:00:00,22.72,3.01,25.36
3876,12.49,2022-07-07 10:00:00,22.72,3.01,24.95
3877,12.49,2022-07-07 09:00:00,22.72,3.01,24.95
3878,12.49,2022-07-07 08:00:00,22.72,3.01,25.36
3879,12.12,2022-07-07 07:00:00,23.66,3.01,25.36
3880,13.24,2022-07-07 06:00:00,23.66,3.01,25.36
3881,13.24,2022-07-07 05:00:00,23.66,3.01,24.95
3882,13.24,2022-07-07 04:00:00,23.66,3.01,24.95
3883,13.24,2022-07-07 03:00:00,23.66,3.01,24.95
3884,13.24,2022-07-07 02:00:00,23.66,3.01,24.95
3885,14.79,2022-07-07 01:00:00,23.66,3.12,24.95
3886,14.39,2022-07-07 00:00:00,23.66,3.12,24.95
3887,14.79,2022-07-06 23:00:00,23.66,3.12,24.95
3888,14.79,2022-07-06 22:00:00,22.72,3.12,24.95
3889,14.79,2022-07-06 21:00:00,21.8,3.12,24.95
3890,14.79,2022-07-06 20:00:00,20.9,3.12,24.95
3891,14.79,2022-07-06 19:00:00,20.9,3.12,24.95
3892,14.79,2022-07-06 18:00:00,20.02,3.12,24.95
3893,14.79,2022-07-06 17:00:00,20.9,3.12,24.95
3894,14.79,2022-07-06 16:00:00,20.02,3.12,24.95
3895,14.79,2022-07-06 15:00:00,20.9,3.12,24.95
3896,14.79,2022-07-06 14:00:00,20.9,3.12,24.54
3897,14.79,2022-07-06 13:00:00,20.9,3.12,24.54
3898,14.79,2022-07-06 12:00:00,20.9,3.12,24.54
3899,14.79,2022-07-06 11:00:00,20.9,3.12,24.54
3900,14.79,2022-07-06 10:00:00,20.9,3.12,24.95
3901,14.79,2022-07-06 09:00:00,20.9,3.12,24.54
3902,14.79,2022-07-06 08:00:00,20.9,3.12,24.54
3903,15.19,2022-07-06 07:00:00,20.9,3.12,24.54
3904,15.59,2022-07-06 06:00:00,20.9,3.12,24.95
3905,15.59,2022-07-06 05:00:00,20.9,3.12,24.95
3906,15.19,2022-07-06 04:00:00,20.9,3.12,25.36
3907,15.19,2022-07-06 03:00:00,20.9,3.12,24.95
3908,14.39,2022-07-06 02:00:00,21.8,3.12,24.95
3909,13.24,2022-07-06 01:00:00,21.8,3.12,25.36
3910,13.24,2022-07-06 00:00:00,21.8,3.12,25.78
3911,13.62,2022-07-05 23:00:00,21.8,3.12,25.36
3912,13.24,2022-07-05 22:00:00,21.8,3.12,25.36
3913,13.24,2022-07-05 21:00:00,21.8,3.12,25.78
3914,13.24,2022-07-05 20:00:00,22.72,3.23,25.78
3915,13.62,2022-07-05 19:00:00,22.72,3.23,25.78
3916,13.24,2022-07-05 18:00:00,22.72,3.23,25.78
3917,13.62,2022-07-05 17:00:00,22.72,3.23,25.78
3918,13.62,2022-07-05 16:00:00,22.72,3.23,25.78
3919,13.62,2022-07-05 15:00:00,22.72,3.23,24.95
3920,13.62,2022-07-05 14:00:00,22.72,3.23,24.95
3921,13.62,2022-07-05 13:00:00,20.02,3.23,24.95
3922,13.62,2022-07-05 12:00:00,20.02,3.34,24.54
3923,13.62,2022-07-05 11:00:00,20.02,3.34,24.54
3924,13.62,2022-07-05 10:00:00,20.02,3.34,24.54
3925,13.24,2022-07-05 09:00:00,20.02,3.23,24.54
3926,13.24,2022-07-05 08:00:00,20.02,3.23,24.54
3927,13.24,2022-07-05 07:00:00,20.02,2.9,24.54
3928,13.24,2022-07-05 06:00:00,20.9,2.9,24.95
3929,13.24,2022-07-05 05:00:00,20.02,2.9,24.95
3930,13.62,2022-07-05 04:00:00,20.02,3.01,24.95
3931,14.39,2022-07-05 03:00:00,20.02,2.9,24.95
3932,14.39,2022-07-05 02:00:00,19.16,2.9,24.95
3933,14.39,2022-07-05 01:00:00,18.31,3.01,24.95
3934,14.39,2022-07-05 00:00:00,18.31,2.9,25.36
3935,14.39,2022-07-04 23:00:00,17.49,3.01,25.78
3936,14.39,2022-07-04 22:00:00,17.49,3.01,26.2
3937,14.39,2022-07-04 21:00:00,16.68,3.01,26.62
3938,14.39,2022-07-04 20:00:00,17.49,3.23,26.62
3939,14.39,2022-07-04 19:00:00,17.49,3.34,27.04
3940,14.39,2022-07-04 18:00:00,18.31,3.34,27.47
3941,14.39,2022-07-04 17:00:00,19.16,3.34,27.47
3942,14.39,2022-07-04 16:00:00,20.02,3.34,27.47
3943,14.79,2022-07-04 15:00:00,20.9,3.34,27.04
3944,14.79,2022-07-04 14:00:00,20.9,3.34,27.04
3945,14.39,2022-07-04 13:00:00,21.8,3.34,27.04
3946,14.79,2022-07-04 12:00:00,22.72,3.34,26.2
3947,14.39,2022-07-04 11:00:00,22.72,3.58,25.36
3948,14.39,2022-07-04 10:00:00,22.72,3.23,25.78
3949,14.39,2022-07-04 09:00:00,22.72,3.23,25.78
3950,14.39,2022-07-04 08:00:00,22.72,3.23,24.95
3951,14.39,2022-07-04 07:00:00,22.72,3.23,24.95
3952,14.39,2022-07-04 06:00:00,22.72,3.23,24.95
3953,14.39,2022-07-04 05:00:00,22.72,3.34,24.95
3954,12.49,2022-07-04 04:00:00,22.72,3.23,24.95
3955,12.49,2022-07-04 03:00:00,21.8,3.12,24.95
3956,12.12,2022-07-04 02:00:00,20.9,1.66,24.95
3957,12.12,2022-07-04 01:00:00,20.9,3.01,24.95
3958,12.49,2022-07-04 00:00:00,20.02,2.79,24.95
3959,12.49,2022-07-03 23:00:00,19.16,2.79,24.95
3960,14.39,2022-07-03 21:00:00,19.16,2.9,24.95
3961,14.39,2022-07-03 20:00:00,19.16,3.23,25.36
3962,15.59,2022-07-03 19:00:00,18.31,3.34,25.36
3963,15.59,2022-07-03 18:00:00,18.31,3.23,26.2
3964,16.0,2022-07-03 17:00:00,18.31,3.23,26.2
3965,15.59,2022-07-03 16:00:00,18.31,3.23,26.62
3966,16.0,2022-07-03 15:00:00,18.31,3.34,26.2
3967,16.0,2022-07-03 14:00:00,19.16,3.34,26.2
3968,16.0,2022-07-03 13:00:00,19.16,3.34,26.62
3969,16.0,2022-07-03 12:00:00,19.16,3.34,26.62
3970,15.59,2022-07-03 10:00:00,20.02,3.34,27.04
3971,15.59,2022-07-03 09:00:00,20.9,3.23,27.04
3972,15.59,2022-07-03 08:00:00,20.9,3.23,27.04
3973,15.59,2022-07-03 07:00:00,21.8,3.34,27.04
3974,14.79,2022-07-03 06:00:00,22.72,3.34,27.04
3975,13.24,2022-07-03 05:00:00,22.72,3.34,27.04
3976,13.24,2022-07-03 04:00:00,22.72,3.23,27.04
3977,13.24,2022-07-03 03:00:00,22.72,3.01,27.04
3978,13.24,2022-07-03 02:00:00,22.72,3.01,27.04
3979,13.24,2022-07-03 01:00:00,22.72,2.9,27.04
3980,13.24,2022-07-03 00:00:00,22.72,2.9,27.47
3981,13.24,2022-07-02 22:00:00,22.72,2.9,28.34
3982,13.24,2022-07-02 21:00:00,21.8,2.9,28.77
3983,13.62,2022-07-02 20:00:00,21.8,3.34,29.21
3984,13.62,2022-07-02 19:00:00,21.8,3.34,29.66
3985,13.62,2022-07-02 18:00:00,21.8,3.23,30.55
3986,13.62,2022-07-02 17:00:00,21.8,3.34,31.0
3987,13.62,2022-07-02 16:00:00,21.8,3.34,32.38
3988,13.62,2022-07-02 15:00:00,21.8,3.34,32.38
3989,13.62,2022-07-02 14:00:00,22.72,3.34,32.85
3990,13.62,2022-07-02 13:00:00,23.66,3.34,33.31
3991,15.59,2022-07-02 12:00:00,24.61,3.34,33.31
3992,15.59,2022-07-02 11:00:00,26.57,3.34,33.31
3993,15.59,2022-07-02 10:00:00,27.57,3.23,33.79
3994,15.19,2022-07-02 09:00:00,29.64,3.23,34.26
3995,15.59,2022-07-02 08:00:00,30.69,3.34,34.26
3996,15.59,2022-07-02 07:00:00,31.77,3.34,34.26
3997,15.59,2022-07-02 06:00:00,32.86,3.34,34.26
3998,15.59,2022-07-02 05:00:00,32.86,3.34,33.79
3999,15.59,2022-07-02 04:00:00,32.86,3.34,33.79
4000,15.19,2022-07-02 03:00:00,32.86,3.23,33.79
4001,14.39,2022-07-02 02:00:00,32.86,3.12,33.31
4002,14.39,2022-07-02 01:00:00,32.86,3.23,32.85
4003,14.39,2022-07-02 00:00:00,32.86,3.12,32.38
4004,14.39,2022-07-01 23:00:00,33.97,3.23,31.46
4005,14.39,2022-07-01 22:00:00,32.86,3.23,29.66
4006,14.39,2022-07-01 21:00:00,33.97,3.23,28.34
4007,14.39,2022-07-01 20:00:00,33.97,3.23,25.36
4008,14.39,2022-07-01 19:00:00,33.97,3.23,24.95
4009,14.79,2022-07-01 18:00:00,35.1,3.23,24.54
4010,16.82,2022-07-01 17:00:00,35.1,3.23,24.95
4011,18.97,2022-07-01 16:00:00,35.1,3.34,24.95
4012,20.3,2022-07-01 15:00:00,32.86,3.34,25.36
4013,20.3,2022-07-01 14:00:00,24.61,3.34,26.62
4014,20.3,2022-07-01 13:00:00,14.36,3.34,26.2
4015,20.3,2022-07-01 12:00:00,12.2,3.46,27.04
4016,20.3,2022-07-01 10:00:00,13.62,3.34,29.21
4017,20.3,2022-07-01 09:00:00,54.08,3.34,31.0
4018,19.85,2022-07-01 08:00:00,,3.34,31.92
4019,19.85,2022-07-01 07:00:00,17.49,3.34,32.85
4020,20.3,2022-07-01 06:00:00,19.16,3.34,33.79
4021,20.3,2022-07-01 05:00:00,21.8,3.34,34.26
4022,20.3,2022-07-01 04:00:00,20.9,3.34,34.74
4023,20.3,2022-07-01 03:00:00,21.8,3.34,35.22
4024,20.3,2022-07-01 02:00:00,22.72,3.34,35.22
4025,20.76,2022-07-01 01:00:00,25.58,3.34,35.22
4026,21.21,2022-07-01 00:00:00,27.57,3.34,34.74
4027,22.61,2022-06-30 23:00:00,29.64,3.34,34.26
4028,24.53,2022-06-30 22:00:00,30.69,3.46,33.31
4029,28.04,2022-06-30 21:00:00,32.86,3.46,32.38
4030,28.56,2022-06-30 20:00:00,36.25,3.34,31.0
4031,13.62,2022-06-30 19:00:00,38.59,3.34,29.66
4032,12.49,2022-06-30 18:00:00,39.79,3.46,28.77
4033,9.01,2022-06-30 17:00:00,41.0,3.46,27.9
4034,4.96,2022-06-30 16:00:00,41.0,3.46,27.04
4035,4.71,2022-06-30 15:00:00,43.48,3.46,24.95
4036,4.71,2022-06-30 14:00:00,44.75,3.46,24.54
4037,4.71,2022-06-30 13:00:00,48.64,3.46,23.74
4038,4.71,2022-06-30 12:00:00,52.7,3.46,23.74
4039,4.71,2022-06-30 11:00:00,54.08,3.34,23.74
4040,5.74,2022-06-30 10:00:00,58.34,3.34,24.14
4041,14.79,2022-06-30 09:00:00,56.9,3.23,23.74
4042,20.76,2022-06-30 08:00:00,51.33,3.34,24.14
4043,12.12,2022-06-29 22:00:00,30.69,3.34,24.54
4044,14.39,2022-06-29 21:00:00,32.86,3.34,24.54
4045,16.41,2022-06-29 20:00:00,15.11,3.46,24.54
4046,18.97,2022-06-29 19:00:00,14.36,3.46,24.54
4047,18.97,2022-06-29 18:00:00,13.62,3.46,24.95
4048,18.97,2022-06-29 17:00:00,12.9,3.58,24.54
4049,18.97,2022-06-29 16:00:00,11.52,3.58,24.95
4050,21.68,2022-06-29 15:00:00,12.9,3.58,24.95
4051,25.51,2022-06-29 14:00:00,15.11,3.58,24.54
4052,25.51,2022-06-29 13:00:00,16.68,3.58,24.95
4053,24.53,2022-06-29 12:00:00,19.16,3.58,25.36
4054,13.24,2022-06-29 11:00:00,21.8,3.34,25.78
4055,6.02,2022-06-29 10:00:00,22.72,3.34,26.62
4056,5.21,2022-06-29 09:00:00,25.58,3.34,26.62
4057,4.96,2022-06-29 08:00:00,26.57,3.34,27.04
4058,4.96,2022-06-29 07:00:00,26.57,3.34,27.04
4059,4.96,2022-06-29 06:00:00,27.57,3.34,27.04
4060,4.96,2022-06-29 05:00:00,29.64,3.34,27.04
4061,5.21,2022-06-29 04:00:00,29.64,3.46,27.04
4062,5.21,2022-06-29 03:00:00,30.69,3.34,27.47
4063,5.21,2022-06-29 02:00:00,30.69,3.46,27.47
4064,5.48,2022-06-29 01:00:00,31.77,3.46,27.9
4065,5.48,2022-06-29 00:00:00,32.86,3.7,28.34
4066,5.21,2022-06-28 23:00:00,32.86,3.7,28.34
4067,5.21,2022-06-28 22:00:00,35.1,3.7,28.77
4068,5.21,2022-06-28 21:00:00,36.25,3.82,29.21
4069,5.21,2022-06-28 20:00:00,37.41,3.82,29.21
4070,5.21,2022-06-28 19:00:00,38.59,3.82,29.66
4071,5.21,2022-06-28 18:00:00,37.41,3.82,30.1
4072,5.21,2022-06-28 17:00:00,36.25,3.82,30.55
4073,4.96,2022-06-28 16:00:00,35.1,3.82,30.55
4074,4.96,2022-06-28 15:00:00,36.25,3.82,30.55
4075,4.96,2022-06-28 14:00:00,38.59,3.82,30.55
4076,4.71,2022-06-28 13:00:00,41.0,3.82,30.1
4077,4.71,2022-06-28 12:00:00,43.48,3.82,29.66
4078,4.46,2022-06-28 11:00:00,47.33,3.82,29.66
4079,4.22,2022-06-28 10:00:00,48.64,3.7,29.66
4080,9.01,2022-06-28 09:00:00,49.98,3.82,29.66
4081,17.24,2022-06-28 08:00:00,51.33,3.82,29.21
4082,16.41,2022-06-28 07:00:00,52.7,3.82,29.21
4083,14.39,2022-06-28 06:00:00,49.98,3.94,28.77
4084,13.62,2022-06-28 05:00:00,51.33,3.94,28.34
4085,13.24,2022-06-28 04:00:00,49.98,3.94,27.9
4086,13.24,2022-06-28 03:00:00,49.98,4.07,27.04
4087,13.24,2022-06-28 02:00:00,49.98,4.07,27.04
4088,13.24,2022-06-28 01:00:00,49.98,4.07,26.62
4089,13.24,2022-06-28 00:00:00,49.98,4.07,26.62
4090,13.24,2022-06-27 23:00:00,48.64,4.07,26.2
4091,13.24,2022-06-27 22:00:00,48.64,4.07,26.2
4092,13.24,2022-06-27 21:00:00,47.33,4.07,26.62
4093,13.24,2022-06-27 20:00:00,46.03,4.07,26.2
4094,13.62,2022-06-27 19:00:00,44.75,4.07,26.2
4095,16.41,2022-06-27 18:00:00,43.48,3.94,26.62
4096,16.41,2022-06-27 17:00:00,42.23,3.94,26.62
4097,16.82,2022-06-27 16:00:00,42.23,3.94,26.2
4098,16.41,2022-06-27 15:00:00,42.23,3.82,26.2
4099,16.41,2022-06-27 13:00:00,42.23,3.82,25.78
4100,16.82,2022-06-27 12:00:00,42.23,3.94,26.62
4101,16.41,2022-06-27 11:00:00,42.23,3.82,26.2
4102,16.41,2022-06-27 10:00:00,43.48,3.7,26.62
4103,16.41,2022-06-27 09:00:00,43.48,3.7,27.04
4104,16.41,2022-06-27 08:00:00,42.23,3.58,27.47
4105,16.41,2022-06-27 03:00:00,38.59,3.23,28.77
4106,16.41,2022-06-27 02:00:00,38.59,3.34,28.77
4107,13.62,2022-06-27 01:00:00,38.59,3.7,29.21
4108,13.24,2022-06-27 00:00:00,38.59,3.7,29.21
4109,13.62,2022-06-26 23:00:00,38.59,3.7,29.21
4110,13.62,2022-06-26 22:00:00,38.59,3.94,29.21
4111,13.62,2022-06-26 21:00:00,37.41,4.07,29.21
4112,13.62,2022-06-26 20:00:00,36.25,4.07,29.66
4113,13.62,2022-06-26 19:00:00,36.25,4.07,29.21
4114,13.62,2022-06-26 18:00:00,36.25,4.07,28.77
4115,13.62,2022-06-26 17:00:00,37.41,4.07,29.21
4116,13.62,2022-06-26 16:00:00,36.25,4.07,28.77
4117,13.62,2022-06-26 15:00:00,37.41,3.82,28.34
4118,13.62,2022-06-26 14:00:00,36.25,3.23,28.34
4119,13.62,2022-06-26 13:00:00,37.41,3.23,28.34
4120,13.62,2022-06-26 12:00:00,39.79,3.23,27.47
4121,13.62,2022-06-26 11:00:00,39.79,3.23,27.04
4122,13.62,2022-06-26 10:00:00,39.79,3.23,26.62
4123,13.62,2022-06-26 09:00:00,39.79,3.12,26.62
4124,13.62,2022-06-26 08:00:00,38.59,3.12,25.78
4125,16.41,2022-06-25 20:00:00,30.69,3.82,25.36
4126,16.41,2022-06-25 19:00:00,28.6,3.82,25.78
4127,16.41,2022-06-25 18:00:00,25.58,3.7,26.2
4128,16.82,2022-06-25 17:00:00,22.72,3.7,26.2
4129,16.41,2022-06-25 16:00:00,20.9,3.7,26.62
4130,16.41,2022-06-25 15:00:00,21.8,3.7,26.62
4131,16.41,2022-06-25 14:00:00,23.66,3.82,26.62
4132,16.41,2022-06-25 13:00:00,25.58,3.7,26.62
4133,16.41,2022-06-25 12:00:00,28.6,3.58,26.62
4134,16.41,2022-06-25 10:00:00,31.77,3.12,27.47
4135,16.41,2022-06-25 09:00:00,32.86,3.12,27.9
4136,16.41,2022-06-25 08:00:00,32.86,3.01,27.9
4137,13.24,2022-06-24 23:00:00,38.59,3.7,29.66
4138,13.24,2022-06-24 22:00:00,38.59,3.7,29.66
4139,13.24,2022-06-24 21:00:00,37.41,3.82,29.66
4140,13.24,2022-06-24 20:00:00,29.64,3.82,29.66
4141,13.24,2022-06-24 19:00:00,29.64,3.82,29.21
4142,13.24,2022-06-24 18:00:00,28.6,3.82,29.21
4143,13.62,2022-06-24 17:00:00,28.6,3.7,29.21
4144,13.24,2022-06-24 16:00:00,29.64,3.58,29.21
4145,13.62,2022-06-24 15:00:00,30.69,3.7,28.34
4146,13.62,2022-06-24 14:00:00,32.86,3.7,27.9
4147,13.24,2022-06-24 13:00:00,35.1,3.58,27.04
4148,13.62,2022-06-24 12:00:00,37.41,3.46,26.62
4149,13.62,2022-06-24 11:00:00,41.0,3.34,26.2
4150,14.39,2022-06-24 10:00:00,43.48,3.12,25.78
4151,15.19,2022-06-24 09:00:00,43.48,3.01,26.2
4152,15.59,2022-06-24 08:00:00,32.86,3.12,26.2
4153,16.41,2022-06-23 20:00:00,28.6,3.58,28.34
4154,16.41,2022-06-23 19:00:00,28.6,3.7,28.77
4155,16.41,2022-06-23 18:00:00,26.57,3.58,29.21
4156,16.82,2022-06-23 17:00:00,26.57,3.58,29.66
4157,16.41,2022-06-23 16:00:00,25.58,3.58,30.1
4158,16.41,2022-06-23 15:00:00,27.57,3.7,30.55
4159,16.41,2022-06-23 14:00:00,28.6,3.7,30.55
4160,16.41,2022-06-23 13:00:00,31.77,3.58,30.55
4161,16.41,2022-06-23 12:00:00,33.97,3.7,31.0
4162,15.19,2022-06-23 11:00:00,36.25,4.07,31.0
4163,14.0,2022-06-23 10:00:00,37.41,4.07,31.0
4164,14.0,2022-06-23 09:00:00,38.59,3.94,31.46
4165,13.62,2022-06-23 08:00:00,37.41,3.94,31.92
4166,13.24,2022-06-22 21:00:00,35.1,3.12,31.46
4167,13.24,2022-06-22 20:00:00,33.97,3.23,31.92
4168,13.62,2022-06-22 19:00:00,32.86,4.07,31.92
4169,15.59,2022-06-22 18:00:00,32.86,3.94,31.92
4170,15.59,2022-06-22 17:00:00,31.77,4.07,32.38
4171,15.59,2022-06-22 16:00:00,31.77,4.32,31.92
4172,16.0,2022-06-22 15:00:00,32.86,4.45,31.46
4173,16.0,2022-06-22 14:00:00,33.97,4.32,31.0
4174,16.0,2022-06-22 13:00:00,37.41,4.32,31.0
4175,16.82,2022-06-22 12:00:00,39.79,4.32,31.0
4176,16.82,2022-06-22 11:00:00,42.23,3.94,30.1
4177,16.41,2022-06-22 10:00:00,43.48,3.94,29.66
4178,17.67,2022-06-22 09:00:00,46.03,3.94,29.21
4179,17.67,2022-06-22 08:00:00,44.75,3.7,28.77
4180,17.67,2022-06-22 01:00:00,38.59,3.7,29.21
4181,17.67,2022-06-22 00:00:00,38.59,3.7,29.21
4182,17.67,2022-06-21 23:00:00,38.59,3.82,30.1
4183,17.67,2022-06-21 22:00:00,37.41,3.82,30.55
4184,17.67,2022-06-21 21:00:00,37.41,3.82,30.55
4185,17.24,2022-06-21 20:00:00,36.25,3.82,30.55
4186,17.24,2022-06-21 19:00:00,33.97,3.82,31.0
4187,17.24,2022-06-21 18:00:00,31.77,3.94,31.0
4188,17.24,2022-06-21 17:00:00,29.64,4.19,31.46
4189,17.24,2022-06-21 16:00:00,28.6,4.19,31.0
4190,16.82,2022-06-21 15:00:00,29.64,4.07,31.0
4191,16.82,2022-06-21 14:00:00,31.77,4.07,31.46
4192,16.82,2022-06-21 13:00:00,33.97,4.07,31.0
4193,16.82,2022-06-21 12:00:00,38.59,4.19,31.0
4194,16.82,2022-06-21 11:00:00,41.0,4.19,31.46
4195,16.41,2022-06-21 10:00:00,43.48,4.19,31.46
4196,16.41,2022-06-21 09:00:00,46.03,4.07,31.92
4197,16.41,2022-06-21 08:00:00,47.33,4.07,31.92
4198,13.24,2022-06-21 06:00:00,28.6,4.07,32.38
4199,13.24,2022-06-21 05:00:00,43.48,4.19,32.38
4200,13.24,2022-06-21 04:00:00,43.48,4.07,32.38
4201,13.24,2022-06-21 03:00:00,43.48,4.07,32.38
4202,13.24,2022-06-21 02:00:00,43.48,3.94,32.38
4203,13.24,2022-06-21 01:00:00,42.23,3.94,31.92
4204,15.19,2022-06-21 00:00:00,42.23,4.32,31.92
4205,15.19,2022-06-20 23:00:00,43.48,4.45,31.92
4206,15.19,2022-06-20 22:00:00,43.48,4.45,31.92
4207,15.59,2022-06-20 21:00:00,42.23,4.45,31.46
4208,15.19,2022-06-20 20:00:00,41.0,4.45,31.46
4209,15.59,2022-06-20 19:00:00,39.79,4.45,31.46
4210,15.59,2022-06-20 18:00:00,39.79,4.45,30.55
4211,15.59,2022-06-20 17:00:00,39.79,4.45,30.55
4212,15.59,2022-06-20 16:00:00,38.59,4.45,30.1
4213,15.59,2022-06-20 15:00:00,39.79,4.59,30.1
4214,15.59,2022-06-20 14:00:00,41.0,4.45,30.1
4215,15.59,2022-06-20 13:00:00,43.48,4.45,29.21
4216,16.41,2022-06-20 12:00:00,46.03,4.59,28.77
4217,16.41,2022-06-20 11:00:00,47.33,4.59,28.77
4218,16.41,2022-06-20 10:00:00,48.64,4.59,28.34
4219,16.41,2022-06-20 09:00:00,48.64,4.59,28.34
4220,16.41,2022-06-20 08:00:00,48.64,4.59,28.34
4221,16.41,2022-06-20 07:00:00,46.03,4.59,28.34
4222,16.41,2022-06-19 22:00:00,38.59,3.82,30.1
4223,16.41,2022-06-19 21:00:00,44.75,3.82,30.1
4224,16.41,2022-06-19 20:00:00,42.23,3.82,30.1
