id,Data,Hora,Vazao,Nivel,Chuva
2535,2022-12-20,04:00:00,185.97,840.00,0.00
2536,2022-12-20,03:30:00,185.97,840.00,0.00
2537,2022-12-20,03:00:00,185.97,840.00,0.00
2538,2022-12-20,02:30:00,174.72,834.00,0.00
2539,2022-12-20,02:00:00,171.01,832.00,0.00
2540,2022-12-20,01:30:00,171.01,832.00,0.00
2541,2022-12-20,01:00:00,171.01,832.00,0.00
2542,2022-12-20,00:30:00,169.16,831.00,0.00
2543,2022-12-20,00:00:00,154.54,823.00,0.20
2544,2022-12-19,23:30:00,143.79,817.00,0.00
2545,2022-12-19,23:00:00,136.72,813.00,0.20
2546,2022-12-19,22:30:00,138.48,814.00,0.80
2547,2022-12-19,22:00:00,136.72,813.00,0.00
2548,2022-12-19,21:30:00,134.97,812.00,0.40
2549,2022-12-19,21:00:00,129.74,809.00,0.00
2550,2022-12-19,20:30:00,128.01,808.00,0.00
2551,2022-12-19,20:00:00,126.28,807.00,0.00
2552,2022-12-19,19:30:00,126.28,807.00,0.00
2553,2022-12-19,19:00:00,126.28,807.00,0.00
2554,2022-12-19,18:30:00,117.74,802.00,0.00
2555,2022-12-19,18:00:00,112.68,799.00,0.00
2556,2022-12-19,17:30:00,107.67,796.00,0.00
2557,2022-12-19,17:00:00,106.02,795.00,0.00
2558,2022-12-19,16:30:00,107.67,796.00,0.00
2559,2022-12-19,16:00:00,107.67,796.00,0.40
2560,2022-12-19,15:30:00,107.67,796.00,3.20
2561,2022-12-19,15:00:00,107.67,796.00,1.20
2562,2022-12-19,14:30:00,106.02,795.00,1.20
2563,2022-12-19,14:00:00,106.02,795.00,0.40
2564,2022-12-19,13:30:00,106.02,795.00,0.80
2565,2022-12-19,13:00:00,106.02,795.00,0.00
2566,2022-12-19,12:30:00,106.02,795.00,0.00
2567,2022-12-19,12:00:00,107.67,796.00,0.00
2568,2022-12-19,11:30:00,106.02,795.00,0.00
2569,2022-12-19,11:00:00,106.02,795.00,0.00
2570,2022-12-19,10:30:00,106.02,795.00,0.00
2571,2022-12-19,10:00:00,106.02,795.00,0.00
2572,2022-12-19,09:30:00,107.67,796.00,0.00
2573,2022-12-19,09:00:00,107.67,796.00,0.00
2574,2022-12-19,08:30:00,111.00,798.00,0.00
2575,2022-12-19,08:00:00,121.14,804.00,0.00
2576,2022-12-19,07:30:00,126.28,807.00,0.00
2577,2022-12-19,07:00:00,126.28,807.00,0.00
2578,2022-12-19,06:30:00,126.28,807.00,0.00
2579,2022-12-19,06:00:00,126.28,807.00,0.00
2580,2022-12-19,05:30:00,126.28,807.00,0.00
2581,2022-12-19,05:00:00,126.28,807.00,0.00
2582,2022-12-19,04:30:00,126.28,807.00,0.00
2583,2022-12-19,04:00:00,128.01,808.00,0.00
2584,2022-12-19,03:30:00,128.01,808.00,0.00
2585,2022-12-19,03:00:00,128.01,808.00,0.20
2586,2022-12-19,02:30:00,128.01,808.00,1.00
2587,2022-12-19,02:00:00,128.01,808.00,1.40
2588,2022-12-19,01:30:00,128.01,808.00,0.40
2589,2022-12-19,01:00:00,129.74,809.00,0.00
2590,2022-12-19,00:30:00,131.48,810.00,1.20
2591,2022-12-19,00:00:00,129.74,809.00,0.20
2592,2022-12-18,23:30:00,133.22,811.00,6.20
2593,2022-12-18,23:00:00,142.01,816.00,7.00
2594,2022-12-18,22:30:00,149.14,820.00,2.00
2595,2022-12-18,22:00:00,159.99,826.00,3.60
2596,2022-12-18,21:30:00,161.81,827.00,0.60
2597,2022-12-18,21:00:00,161.81,827.00,0.60
2598,2022-12-18,20:30:00,165.47,829.00,1.60
2599,2022-12-18,20:00:00,165.47,829.00,1.20
2600,2022-12-18,19:30:00,172.86,833.00,0.60
2601,2022-12-18,19:00:00,187.86,841.00,2.20
2602,2022-12-18,18:30:00,193.56,844.00,7.00
2603,2022-12-18,18:00:00,185.97,840.00,11.80
2604,2022-12-18,17:30:00,185.97,840.00,0.00
2605,2022-12-18,17:00:00,184.08,839.00,0.00
2606,2022-12-18,16:30:00,184.08,839.00,0.00
2607,2022-12-18,16:00:00,185.97,840.00,0.00
2608,2022-12-18,15:30:00,195.47,845.00,0.00
2609,2022-12-18,15:00:00,199.30,847.00,0.00
2610,2022-12-18,14:30:00,199.30,847.00,0.00
2611,2022-12-18,14:00:00,207.01,851.00,0.00
2612,2022-12-18,13:30:00,208.95,852.00,0.00
2613,2022-12-18,13:00:00,208.95,852.00,0.00
2614,2022-12-18,12:30:00,210.89,853.00,0.00
2615,2022-12-18,12:00:00,201.22,848.00,0.00
2616,2022-12-18,11:30:00,199.30,847.00,0.00
2617,2022-12-18,11:00:00,189.75,842.00,0.00
2618,2022-12-18,10:30:00,176.58,835.00,0.00
2619,2022-12-18,10:00:00,171.01,832.00,0.00
2620,2022-12-18,09:30:00,169.16,831.00,0.00
2621,2022-12-18,09:00:00,169.16,831.00,0.00
2622,2022-12-18,08:30:00,174.72,834.00,0.00
2623,2022-12-18,08:00:00,174.72,834.00,0.00
2624,2022-12-18,07:30:00,174.72,834.00,0.00
2625,2022-12-18,07:00:00,174.72,834.00,0.00
2626,2022-12-18,06:30:00,174.72,834.00,0.00
2627,2022-12-18,06:00:00,174.72,834.00,0.00
2628,2022-12-18,05:30:00,174.72,834.00,0.00
2629,2022-12-18,05:00:00,174.72,834.00,0.00
2630,2022-12-18,04:30:00,174.72,834.00,0.00
2631,2022-12-18,04:00:00,172.86,833.00,0.00
2632,2022-12-18,03:30:00,174.72,834.00,0.00
2633,2022-12-18,03:00:00,174.72,834.00,0.00
2634,2022-12-18,02:30:00,191.65,843.00,0.00
2635,2022-12-18,02:00:00,234.54,865.00,0.00
2636,2022-12-18,01:30:00,242.55,869.00,0.00
2637,2022-12-18,01:00:00,240.54,868.00,0.00
2638,2022-12-18,00:30:00,72.73,774.00,0.00
2639,2022-12-18,00:00:00,71.22,773.00,0.00
2640,2022-12-17,23:30:00,71.22,773.00,0.00
2641,2022-12-17,23:00:00,69.72,772.00,0.00
2642,2022-12-17,22:30:00,66.74,770.00,0.00
2643,2022-12-17,22:00:00,59.43,765.00,0.20
2644,2022-12-17,21:30:00,57.99,764.00,0.60
2645,2022-12-17,21:00:00,57.99,764.00,1.40
2646,2022-12-17,20:30:00,57.99,764.00,2.80
2647,2022-12-17,20:00:00,57.99,764.00,2.60
2648,2022-12-17,19:30:00,57.99,764.00,0.60
2649,2022-12-17,19:00:00,57.99,764.00,0.20
2650,2022-12-17,18:30:00,57.99,764.00,0.00
2651,2022-12-17,18:00:00,57.99,764.00,1.00
2652,2022-12-17,17:30:00,56.56,763.00,0.60
2653,2022-12-17,17:00:00,52.33,760.00,0.00
2654,2022-12-17,16:30:00,59.43,765.00,0.00
2655,2022-12-17,16:00:00,69.72,772.00,0.00
2656,2022-12-17,15:30:00,69.72,772.00,0.00
2657,2022-12-17,15:00:00,69.72,772.00,0.00
2658,2022-12-17,14:30:00,69.72,772.00,0.00
2659,2022-12-17,14:00:00,69.72,772.00,0.00
2660,2022-12-17,13:30:00,71.22,773.00,0.00
2661,2022-12-17,13:00:00,71.22,773.00,0.00
2662,2022-12-17,12:30:00,71.22,773.00,0.00
2663,2022-12-17,12:00:00,71.22,773.00,0.00
2664,2022-12-17,11:30:00,71.22,773.00,0.00
2665,2022-12-17,11:00:00,71.22,773.00,0.00
2666,2022-12-17,10:30:00,71.22,773.00,0.00
2667,2022-12-17,10:00:00,71.22,773.00,0.00
2668,2022-12-17,09:30:00,72.73,774.00,0.00
2669,2022-12-17,09:00:00,72.73,774.00,0.00
2670,2022-12-17,08:30:00,72.73,774.00,0.00
2671,2022-12-17,08:00:00,72.73,774.00,0.00
2672,2022-12-17,07:30:00,74.24,775.00,0.00
2673,2022-12-17,07:00:00,74.24,775.00,0.00
2674,2022-12-17,06:30:00,75.77,776.00,0.00
2675,2022-12-17,06:00:00,77.30,777.00,0.00
2676,2022-12-17,05:30:00,80.38,779.00,0.00
2677,2022-12-17,05:00:00,81.93,780.00,0.00
2678,2022-12-17,04:30:00,85.06,782.00,0.00
2679,2022-12-17,04:00:00,86.63,783.00,0.00
2680,2022-12-17,03:30:00,89.80,785.00,0.00
2681,2022-12-17,03:00:00,89.80,785.00,0.00
2682,2022-12-17,02:30:00,86.63,783.00,0.00
2683,2022-12-17,02:00:00,80.38,779.00,0.00
2684,2022-12-17,01:30:00,69.72,772.00,0.00
2685,2022-12-17,01:00:00,69.72,772.00,0.00
2686,2022-12-17,00:30:00,71.22,773.00,0.00
2687,2022-12-17,00:00:00,71.22,773.00,0.00
2688,2022-12-16,23:30:00,69.72,772.00,0.00
2689,2022-12-16,23:00:00,69.72,772.00,0.00
2690,2022-12-16,22:30:00,69.72,772.00,0.00
2691,2022-12-16,22:00:00,69.72,772.00,0.00
2692,2022-12-16,21:30:00,71.22,773.00,0.00
2693,2022-12-16,21:00:00,71.22,773.00,0.00
2694,2022-12-16,20:30:00,71.22,773.00,0.00
2695,2022-12-16,20:00:00,71.22,773.00,0.00
2696,2022-12-16,19:30:00,71.22,773.00,0.00
2697,2022-12-16,19:00:00,69.72,772.00,0.00
2698,2022-12-16,18:30:00,71.22,773.00,0.00
2699,2022-12-16,18:00:00,71.22,773.00,0.00
2700,2022-12-16,17:30:00,71.22,773.00,0.00
2701,2022-12-16,17:00:00,71.22,773.00,0.00
2702,2022-12-16,16:30:00,71.22,773.00,0.00
2703,2022-12-16,16:00:00,71.22,773.00,0.00
2704,2022-12-16,15:30:00,71.22,773.00,0.00
2705,2022-12-16,15:00:00,71.22,773.00,0.00
2706,2022-12-16,14:30:00,71.22,773.00,0.00
2707,2022-12-16,14:00:00,71.22,773.00,0.00
2708,2022-12-16,13:30:00,71.22,773.00,0.00
2709,2022-12-16,13:00:00,71.22,773.00,0.00
2710,2022-12-16,12:30:00,71.22,773.00,0.00
2711,2022-12-16,12:00:00,71.22,773.00,0.00
2712,2022-12-16,11:30:00,71.22,773.00,0.00
2713,2022-12-16,11:00:00,71.22,773.00,0.00
2714,2022-12-16,10:30:00,72.73,774.00,0.00
2715,2022-12-16,10:00:00,72.73,774.00,0.00
2716,2022-12-16,09:30:00,72.73,774.00,0.00
2717,2022-12-16,09:00:00,72.73,774.00,0.00
2718,2022-12-16,08:30:00,72.73,774.00,0.00
2719,2022-12-16,08:00:00,74.24,775.00,0.00
2720,2022-12-16,07:30:00,74.24,775.00,0.00
2721,2022-12-16,07:00:00,74.24,775.00,0.00
2722,2022-12-16,06:30:00,77.30,777.00,0.00
2723,2022-12-16,06:00:00,77.30,777.00,0.00
2724,2022-12-16,05:30:00,78.84,778.00,0.00
2725,2022-12-16,05:00:00,78.84,778.00,0.00
2726,2022-12-16,04:30:00,80.38,779.00,0.00
2727,2022-12-16,04:00:00,81.93,780.00,0.00
2728,2022-12-16,03:30:00,83.49,781.00,0.00
2729,2022-12-16,03:00:00,85.06,782.00,0.00
2730,2022-12-16,02:30:00,83.49,781.00,0.00
2731,2022-12-16,02:00:00,85.06,782.00,0.00
2732,2022-12-16,01:30:00,85.06,782.00,0.00
2733,2022-12-16,01:00:00,85.06,782.00,0.00
2734,2022-12-16,00:30:00,85.06,782.00,0.00
2735,2022-12-16,00:00:00,86.63,783.00,0.00
2736,2022-12-15,23:30:00,91.39,786.00,0.00
2737,2022-12-15,23:00:00,94.60,788.00,0.00
2738,2022-12-15,22:30:00,97.83,790.00,0.00
2739,2022-12-15,22:00:00,97.83,790.00,0.00
2740,2022-12-15,21:30:00,97.83,790.00,0.00
2741,2022-12-15,21:00:00,97.83,790.00,0.00
2742,2022-12-15,20:30:00,97.83,790.00,0.00
2743,2022-12-15,20:00:00,99.45,791.00,0.00
2744,2022-12-15,19:30:00,97.83,790.00,0.00
2745,2022-12-15,19:00:00,97.83,790.00,0.00
2746,2022-12-15,18:30:00,97.83,790.00,0.00
2747,2022-12-15,18:00:00,99.45,791.00,0.00
2748,2022-12-15,17:30:00,97.83,790.00,0.00
2749,2022-12-15,17:00:00,99.45,791.00,0.00
2750,2022-12-15,16:30:00,99.45,791.00,0.00
2751,2022-12-15,16:00:00,99.45,791.00,0.00
2752,2022-12-15,15:30:00,99.45,791.00,0.00
2753,2022-12-15,15:00:00,97.83,790.00,0.00
2754,2022-12-15,14:30:00,99.45,791.00,0.00
2755,2022-12-15,14:00:00,99.45,791.00,0.00
2756,2022-12-15,13:30:00,99.45,791.00,0.00
2757,2022-12-15,13:00:00,99.45,791.00,0.00
2758,2022-12-15,12:30:00,102.72,793.00,0.00
2759,2022-12-15,12:00:00,107.67,796.00,0.00
2760,2022-12-15,11:30:00,109.34,797.00,0.00
2761,2022-12-15,11:00:00,109.34,797.00,0.00
2762,2022-12-15,10:30:00,109.34,797.00,0.00
2763,2022-12-15,10:00:00,109.34,797.00,0.00
2764,2022-12-15,09:30:00,109.34,797.00,0.00
2765,2022-12-15,09:00:00,109.34,797.00,0.00
2766,2022-12-15,08:30:00,109.34,797.00,0.00
2767,2022-12-15,08:00:00,109.34,797.00,0.00
2768,2022-12-15,07:30:00,109.34,797.00,0.00
2769,2022-12-15,07:00:00,109.34,797.00,0.00
2770,2022-12-15,06:30:00,109.34,797.00,0.00
2771,2022-12-15,06:00:00,109.34,797.00,0.00
2772,2022-12-15,05:30:00,109.34,797.00,0.00
2773,2022-12-15,05:00:00,114.36,800.00,0.00
2774,2022-12-15,04:30:00,122.85,805.00,0.00
2775,2022-12-15,04:00:00,124.56,806.00,0.00
2776,2022-12-15,03:30:00,124.56,806.00,0.00
2777,2022-12-15,03:00:00,124.56,806.00,0.00
2778,2022-12-15,02:30:00,124.56,806.00,0.00
2779,2022-12-15,02:00:00,131.48,810.00,0.00
2780,2022-12-15,01:30:00,140.24,815.00,0.00
2781,2022-12-15,01:00:00,143.79,817.00,0.00
2782,2022-12-15,00:30:00,143.79,817.00,0.00
2783,2022-12-15,00:00:00,142.01,816.00,0.00
2784,2022-12-14,23:30:00,142.01,816.00,0.00
2785,2022-12-14,23:00:00,143.79,817.00,0.00
2786,2022-12-14,22:30:00,142.01,816.00,0.00
2787,2022-12-14,22:00:00,143.79,817.00,0.00
2788,2022-12-14,21:30:00,142.01,816.00,0.00
2789,2022-12-14,21:00:00,142.01,816.00,0.00
2790,2022-12-14,20:30:00,143.79,817.00,0.00
2791,2022-12-14,20:00:00,142.01,816.00,0.00
2792,2022-12-14,19:30:00,142.01,816.00,0.00
2793,2022-12-14,19:00:00,143.79,817.00,0.00
2794,2022-12-14,18:30:00,142.01,816.00,0.00
2795,2022-12-14,18:00:00,142.01,816.00,0.00
2796,2022-12-14,17:30:00,149.14,820.00,0.00
2797,2022-12-14,17:00:00,159.99,826.00,0.00
2798,2022-12-14,16:30:00,161.81,827.00,0.00
2799,2022-12-14,16:00:00,161.81,827.00,0.00
2800,2022-12-14,15:30:00,159.99,826.00,0.00
2801,2022-12-14,15:00:00,159.99,826.00,0.00
2802,2022-12-14,14:30:00,161.81,827.00,0.00
2803,2022-12-14,14:00:00,174.72,834.00,0.00
2804,2022-12-14,13:30:00,174.72,834.00,0.00
2805,2022-12-14,13:00:00,185.97,840.00,0.00
2806,2022-12-14,12:30:00,195.47,845.00,0.00
2807,2022-12-14,12:00:00,195.47,845.00,0.00
2808,2022-12-14,11:30:00,197.38,846.00,0.00
2809,2022-12-14,11:00:00,195.47,845.00,0.00
2810,2022-12-14,10:30:00,197.38,846.00,0.00
2811,2022-12-14,10:00:00,189.75,842.00,0.00
2812,2022-12-14,09:30:00,185.97,840.00,0.00
2813,2022-12-14,09:00:00,185.97,840.00,0.00
2814,2022-12-14,08:30:00,185.97,840.00,0.00
2815,2022-12-14,08:00:00,184.08,839.00,0.00
2816,2022-12-14,07:30:00,185.97,840.00,0.00
2817,2022-12-14,07:00:00,185.97,840.00,0.00
2818,2022-12-14,06:30:00,184.08,839.00,0.00
2819,2022-12-14,06:00:00,184.08,839.00,0.00
2820,2022-12-14,05:30:00,174.72,834.00,0.00
2821,2022-12-14,05:00:00,163.64,828.00,0.00
2822,2022-12-14,04:30:00,161.81,827.00,0.60
2823,2022-12-14,04:00:00,159.99,826.00,1.80
2824,2022-12-14,03:30:00,149.14,820.00,0.00
2825,2022-12-14,03:00:00,129.74,809.00,0.00
2826,2022-12-14,02:30:00,126.28,807.00,0.00
2827,2022-12-14,02:00:00,128.01,808.00,0.00
2828,2022-12-14,01:30:00,131.48,810.00,0.00
2829,2022-12-14,01:00:00,133.22,811.00,0.60
2830,2022-12-14,00:30:00,138.48,814.00,1.40
2831,2022-12-14,00:00:00,140.24,815.00,1.40
2832,2022-12-13,23:30:00,143.79,817.00,0.60
2833,2022-12-13,23:00:00,147.35,819.00,0.00
2834,2022-12-13,22:30:00,149.14,820.00,0.00
2835,2022-12-13,22:00:00,150.94,821.00,0.00
2836,2022-12-13,21:30:00,152.74,822.00,0.00
2837,2022-12-13,21:00:00,156.35,824.00,0.00
2838,2022-12-13,20:30:00,158.17,825.00,0.00
2839,2022-12-13,20:00:00,161.81,827.00,0.00
2840,2022-12-13,19:30:00,161.81,827.00,0.00
2841,2022-12-13,19:00:00,161.81,827.00,0.00
2842,2022-12-13,18:30:00,163.64,828.00,0.40
2843,2022-12-13,18:00:00,171.01,832.00,0.80
2844,2022-12-13,17:30:00,184.08,839.00,0.00
2845,2022-12-13,17:00:00,184.08,839.00,0.00
2846,2022-12-13,16:30:00,185.97,840.00,0.00
2847,2022-12-13,16:00:00,187.86,841.00,0.00
2848,2022-12-13,15:30:00,191.65,843.00,0.00
2849,2022-12-13,15:00:00,191.65,843.00,0.00
2850,2022-12-13,14:30:00,189.75,842.00,0.00
2851,2022-12-13,14:00:00,189.75,842.00,0.00
2852,2022-12-13,13:30:00,187.86,841.00,0.00
2853,2022-12-13,13:00:00,185.97,840.00,0.00
2854,2022-12-13,12:30:00,187.86,841.00,0.00
2855,2022-12-13,12:00:00,187.86,841.00,0.00
2856,2022-12-13,11:30:00,187.86,841.00,0.00
2857,2022-12-13,11:00:00,187.86,841.00,0.00
2858,2022-12-13,10:30:00,185.97,840.00,0.00
2859,2022-12-13,10:00:00,187.86,841.00,0.00
2860,2022-12-13,09:30:00,187.86,841.00,0.00
2861,2022-12-13,09:00:00,185.97,840.00,0.00
2862,2022-12-13,08:30:00,185.97,840.00,0.00
2863,2022-12-13,08:00:00,184.08,839.00,0.00
2864,2022-12-13,07:30:00,176.58,835.00,0.00
2865,2022-12-13,07:00:00,169.16,831.00,0.00
2866,2022-12-13,06:30:00,161.81,827.00,0.00
2867,2022-12-13,06:00:00,161.81,827.00,0.00
2868,2022-12-13,05:30:00,161.81,827.00,0.00
2869,2022-12-13,05:00:00,161.81,827.00,0.00
2870,2022-12-13,04:30:00,163.64,828.00,0.00
2871,2022-12-13,04:00:00,158.17,825.00,0.00
2872,2022-12-13,03:30:00,150.94,821.00,0.00
2873,2022-12-13,03:00:00,145.57,818.00,0.00
2874,2022-12-13,02:30:00,145.57,818.00,0.00
2875,2022-12-13,02:00:00,145.57,818.00,0.00
2876,2022-12-13,01:30:00,147.35,819.00,0.20
2877,2022-12-13,01:00:00,140.24,815.00,1.40
2878,2022-12-13,00:30:00,131.48,810.00,0.00
2879,2022-12-13,00:00:00,136.72,813.00,0.00
2880,2022-12-12,23:30:00,158.17,825.00,0.00
2881,2022-12-12,23:00:00,169.16,831.00,0.00
2882,2022-12-12,22:30:00,176.58,835.00,0.00
2883,2022-12-12,22:00:00,176.58,835.00,0.40
2884,2022-12-12,21:30:00,89.80,785.00,0.20
2885,2022-12-12,21:00:00,89.80,785.00,1.80
2886,2022-12-12,20:30:00,81.93,780.00,5.80
2887,2022-12-12,20:00:00,74.24,775.00,3.80
2888,2022-12-12,19:30:00,69.72,772.00,3.20
2889,2022-12-12,19:00:00,65.26,769.00,4.00
2890,2022-12-12,18:30:00,65.26,769.00,12.60
2891,2022-12-12,18:00:00,63.79,768.00,7.00
2892,2022-12-12,17:30:00,63.79,768.00,0.00
2893,2022-12-12,17:00:00,65.26,769.00,0.00
2894,2022-12-12,16:30:00,69.72,772.00,0.00
2895,2022-12-12,16:00:00,71.22,773.00,0.00
2896,2022-12-12,15:30:00,71.22,773.00,0.00
2897,2022-12-12,15:00:00,71.22,773.00,0.00
2898,2022-12-12,14:30:00,69.72,772.00,0.00
2899,2022-12-12,14:00:00,66.74,770.00,0.00
2900,2022-12-12,13:30:00,62.33,767.00,0.00
2901,2022-12-12,13:00:00,62.33,767.00,0.00
2902,2022-12-12,12:30:00,60.88,766.00,0.00
2903,2022-12-12,12:00:00,62.33,767.00,0.00
2904,2022-12-12,11:30:00,62.33,767.00,0.00
2905,2022-12-12,11:00:00,63.79,768.00,0.00
2906,2022-12-12,10:30:00,62.33,767.00,0.00
2907,2022-12-12,10:00:00,60.88,766.00,0.00
2908,2022-12-12,09:30:00,62.33,767.00,0.00
2909,2022-12-12,09:00:00,53.73,761.00,0.00
2910,2022-12-12,08:30:00,53.73,761.00,0.00
2911,2022-12-12,08:00:00,53.73,761.00,0.00
2912,2022-12-12,07:30:00,53.73,761.00,0.00
2913,2022-12-12,07:00:00,52.33,760.00,0.00
2914,2022-12-12,06:30:00,53.73,761.00,0.00
2915,2022-12-12,06:00:00,52.33,760.00,0.00
2916,2022-12-12,05:30:00,52.33,760.00,0.00
2917,2022-12-12,05:00:00,52.33,760.00,0.00
2918,2022-12-12,04:30:00,53.73,761.00,0.00
2919,2022-12-12,04:00:00,52.33,760.00,0.00
2920,2022-12-12,03:30:00,53.73,761.00,0.00
2921,2022-12-12,03:00:00,53.73,761.00,0.00
2922,2022-12-12,02:30:00,53.73,761.00,0.00
2923,2022-12-12,02:00:00,53.73,761.00,0.00
2924,2022-12-12,01:30:00,53.73,761.00,0.00
2925,2022-12-12,01:00:00,53.73,761.00,0.00
2926,2022-12-12,00:30:00,52.33,760.00,0.00
2927,2022-12-12,00:00:00,53.73,761.00,0.00
2928,2022-12-11,23:30:00,53.73,761.00,0.00
2929,2022-12-11,23:00:00,53.73,761.00,0.00
2930,2022-12-11,22:30:00,53.73,761.00,0.00
2931,2022-12-11,22:00:00,53.73,761.00,0.00
2932,2022-12-11,21:30:00,53.73,761.00,0.00
2933,2022-12-11,21:00:00,53.73,761.00,0.00
2934,2022-12-11,20:30:00,68.23,771.00,0.00
2935,2022-12-11,20:00:00,71.22,773.00,0.00
2936,2022-12-11,19:30:00,71.22,773.00,0.00
2937,2022-12-11,19:00:00,71.22,773.00,0.00
2938,2022-12-11,18:30:00,71.22,773.00,0.00
2939,2022-12-11,18:00:00,71.22,773.00,0.00
2940,2022-12-11,17:30:00,71.22,773.00,0.00
2941,2022-12-11,17:00:00,71.22,773.00,0.00
2942,2022-12-11,16:30:00,71.22,773.00,0.00
2943,2022-12-11,16:00:00,71.22,773.00,0.00
2944,2022-12-11,15:30:00,71.22,773.00,0.80
2945,2022-12-11,15:00:00,71.22,773.00,0.00
2946,2022-12-11,14:30:00,71.22,773.00,0.00
2947,2022-12-11,14:00:00,72.73,774.00,0.00
2948,2022-12-11,13:30:00,71.22,773.00,0.00
2949,2022-12-11,13:00:00,71.22,773.00,0.00
2950,2022-12-11,12:30:00,71.22,773.00,0.00
2951,2022-12-11,12:00:00,72.73,774.00,0.00
2952,2022-12-11,11:30:00,72.73,774.00,0.00
2953,2022-12-11,11:00:00,71.22,773.00,0.00
2954,2022-12-11,10:30:00,71.22,773.00,0.00
2955,2022-12-11,10:00:00,72.73,774.00,0.00
2956,2022-12-11,09:30:00,72.73,774.00,0.00
2957,2022-12-11,09:00:00,72.73,774.00,0.00
2958,2022-12-11,08:30:00,71.22,773.00,0.00
2959,2022-12-11,08:00:00,71.22,773.00,0.00
2960,2022-12-11,07:30:00,71.22,773.00,0.00
2961,2022-12-11,07:00:00,71.22,773.00,0.00
2962,2022-12-11,06:30:00,71.22,773.00,0.00
2963,2022-12-11,06:00:00,71.22,773.00,0.00
2964,2022-12-11,05:30:00,71.22,773.00,0.00
2965,2022-12-11,05:00:00,71.22,773.00,0.00
2966,2022-12-11,04:30:00,71.22,773.00,0.00
2967,2022-12-11,04:00:00,71.22,773.00,0.00
2968,2022-12-11,03:30:00,71.22,773.00,0.00
2969,2022-12-11,03:00:00,71.22,773.00,0.00
2970,2022-12-11,02:30:00,71.22,773.00,0.00
2971,2022-12-11,02:00:00,71.22,773.00,0.00
2972,2022-12-11,01:30:00,71.22,773.00,0.00
2973,2022-12-11,01:00:00,71.22,773.00,0.00
2974,2022-12-11,00:30:00,71.22,773.00,0.00
2975,2022-12-11,00:00:00,71.22,773.00,0.00
2976,2022-12-10,23:30:00,72.73,774.00,0.00
2977,2022-12-10,23:00:00,71.22,773.00,0.00
2978,2022-12-10,22:30:00,71.22,773.00,0.00
2979,2022-12-10,22:00:00,71.22,773.00,0.00
2980,2022-12-10,21:30:00,71.22,773.00,0.00
2981,2022-12-10,21:00:00,72.73,774.00,0.00
2982,2022-12-10,20:30:00,72.73,774.00,0.00
2983,2022-12-10,20:00:00,71.22,773.00,0.00
2984,2022-12-10,19:30:00,71.22,773.00,0.00
2985,2022-12-10,19:00:00,71.22,773.00,0.00
2986,2022-12-10,18:30:00,72.73,774.00,0.00
2987,2022-12-10,18:00:00,72.73,774.00,0.00
2988,2022-12-10,17:30:00,71.22,773.00,0.00
2989,2022-12-10,17:00:00,71.22,773.00,0.00
2990,2022-12-10,16:30:00,71.22,773.00,0.00
2991,2022-12-10,16:00:00,71.22,773.00,0.00
2992,2022-12-10,15:30:00,71.22,773.00,0.00
2993,2022-12-10,15:00:00,71.22,773.00,0.00
2994,2022-12-10,14:30:00,72.73,774.00,0.20
2995,2022-12-10,14:00:00,71.22,773.00,1.40
2996,2022-12-10,13:30:00,72.73,774.00,0.00
2997,2022-12-10,13:00:00,72.73,774.00,0.00
2998,2022-12-10,12:30:00,72.73,774.00,0.00
2999,2022-12-10,12:00:00,71.22,773.00,0.00
3000,2022-12-10,11:30:00,72.73,774.00,0.00
3001,2022-12-10,11:00:00,71.22,773.00,0.00
3002,2022-12-10,10:30:00,72.73,774.00,0.00
3003,2022-12-10,10:00:00,71.22,773.00,0.00
3004,2022-12-10,09:30:00,72.73,774.00,0.00
3005,2022-12-10,09:00:00,71.22,773.00,0.00
3006,2022-12-10,08:30:00,71.22,773.00,0.00
3007,2022-12-10,08:00:00,71.22,773.00,0.00
3008,2022-12-10,07:30:00,71.22,773.00,0.00
3009,2022-12-10,07:00:00,71.22,773.00,0.00
3010,2022-12-10,06:30:00,71.22,773.00,0.00
3011,2022-12-10,06:00:00,72.73,774.00,0.00
3012,2022-12-10,05:30:00,71.22,773.00,0.00
3013,2022-12-10,05:00:00,71.22,773.00,0.00
3014,2022-12-10,04:30:00,71.22,773.00,0.00
3015,2022-12-10,04:00:00,72.73,774.00,0.00
3016,2022-12-10,03:30:00,72.73,774.00,0.00
3017,2022-12-10,03:00:00,72.73,774.00,0.00
3018,2022-12-10,02:30:00,72.73,774.00,0.00
3019,2022-12-10,02:00:00,72.73,774.00,0.00
3020,2022-12-10,01:30:00,74.24,775.00,0.00
3021,2022-12-10,01:00:00,74.24,775.00,0.00
3022,2022-12-10,00:30:00,74.24,775.00,0.00
3023,2022-12-09,23:30:00,75.77,776.00,0.00
3024,2022-12-09,23:00:00,75.77,776.00,0.00
3025,2022-12-09,22:30:00,75.77,776.00,0.00
3026,2022-12-09,22:00:00,77.30,777.00,0.00
3027,2022-12-09,21:30:00,77.30,777.00,0.00
3028,2022-12-09,21:00:00,77.30,777.00,0.00
3029,2022-12-09,20:30:00,77.30,777.00,0.00
3030,2022-12-09,20:00:00,77.30,777.00,0.00
3031,2022-12-09,19:30:00,77.30,777.00,0.00
3032,2022-12-09,19:00:00,78.84,778.00,0.00
3033,2022-12-09,18:30:00,80.38,779.00,0.00
