,data,hora,nível,estado
606,2023-01-26,22:00:00,1.26,Baixando
607,2023-01-26,23:00:00,1.23,Baixando
608,2023-01-26,00:00:00,1.2,Baixando
609,2023-01-27,01:00:00,1.18,Baixando
610,2023-01-27,02:00:00,1.16,Baixando
611,2023-01-27,03:00:00,1.13,Baixando
612,2023-01-27,04:00:00,1.11,Baixando
613,2023-01-27,05:00:00,1.13,Subindo
614,2023-01-27,06:00:00,1.16,Subindo
615,2023-01-27,07:00:00,1.2,Subindo
616,2023-01-27,10:00:00,1.33,Subindo
617,2023-01-27,11:00:00,1.38,Subindo
618,2023-01-27,12:00:00,1.44,Subindo
619,2023-01-27,13:00:00,1.48,Subindo
620,2023-01-27,14:00:00,1.51,Subindo
621,2023-01-27,15:00:00,1.55,Subindo
622,2023-01-27,16:00:00,1.56,Subindo
623,2023-01-27,17:00:00,1.58,Subindo
624,2023-01-27,18:00:00,1.57,Baixando
625,2023-01-27,19:00:00,1.55,Baixando
626,2023-01-27,20:00:00,1.53,Baixando
627,2023-01-27,21:00:00,1.47,Baixando
628,2023-01-27,22:00:00,1.43,Baixando
629,2023-01-27,23:00:00,1.37,Baixando
630,2023-01-27,00:00:00,1.35,Baixando
631,2023-01-28,01:00:00,1.33,Baixando
632,2023-01-28,02:00:00,1.32,Baixando
633,2023-01-28,03:00:00,1.29,Baixando
634,2023-01-28,04:00:00,1.26,Baixando
635,2023-01-28,05:00:00,1.25,Baixando
636,2023-01-28,06:00:00,1.21,Baixando
637,2023-01-28,09:00:00,1.18,Baixando
638,2023-01-28,10:00:00,1.16,Baixando
639,2023-01-28,11:00:00,1.17,Subindo
640,2023-01-28,12:00:00,1.14,Baixando
641,2023-01-28,17:00:00,1.04,Baixando
642,2023-01-28,20:00:00,0.95,Baixando
643,2023-02-10,01:00:00,1.03,
